type,parent_name,name,link,status
facet,Aksesoris Jam Tangan,Kotak Jam Tangan,https://shopee.co.id/Aksesoris-Jam-Tangan-cat.11042900.11042913?facet=100618,
category,Jam Tangan,Jam Tangan Lainnya,https://shopee.co.id/Jam-Tangan-Lainnya-cat.11042900.11042920,
category,Sepatu Wanita,Boots,https://shopee.co.id/Boots-cat.11042604.11042605,
facet,Boots,Sepatu Boot Hujan,https://shopee.co.id/Boots-cat.11042604.11042605?facet=100585,
facet,Boots,Sepatu Boot Fashion,https://shopee.co.id/Boots-cat.11042604.11042605?facet=100586,
category,Sepatu Wanita,Sneakers,https://shopee.co.id/Sneakers-cat.11042604.11042609,
facet,Sneakers,Sneakers,https://shopee.co.id/Sneakers-cat.11042604.11042609?facet=100064,
facet,Sneakers,Sneakers,https://shopee.co.id/Sneakers-cat.11042604.11042609?facet=100557,
category,Sepatu Wanita,Sepatu Flat,https://shopee.co.id/Sepatu-Flat-cat.11042604.11042610,
facet,Sepatu Flat,Flat & Ballerina,https://shopee.co.id/Sepatu-Flat-cat.11042604.11042610?facet=100588,
facet,Sepatu Flat,Loafer,https://shopee.co.id/Sepatu-Flat-cat.11042604.11042610?facet=100589,
facet,Sepatu Flat,Sepatu Oxford,https://shopee.co.id/Sepatu-Flat-cat.11042604.11042610?facet=100590,
facet,Sepatu Flat,"Slip-On, Mules & Mary Janes",https://shopee.co.id/Sepatu-Flat-cat.11042604.11042610?facet=100591,
category,Sepatu Wanita,Loafers & Boat Shoes,https://shopee.co.id/Loafers-&-Boat-Shoes-cat.11042604.11042615,
category,Sepatu Wanita,Sepatu Oxford,https://shopee.co.id/Sepatu-Oxford-cat.11042604.11042616,
category,Sepatu Wanita,"Slip Ons, Mary Janes & Mules","https://shopee.co.id/Slip-Ons,-Mary-Janes-&-Mules-cat.11042604.11042617",
category,Sepatu Wanita,Heels,https://shopee.co.id/Heels-cat.11042604.11042618,
facet,Heels,Heels,https://shopee.co.id/Heels-cat.11042604.11042618?facet=100559,
category,Sepatu Wanita,Wedges,https://shopee.co.id/Wedges-cat.11042604.11042623,
facet,Wedges,Wedges,https://shopee.co.id/Wedges-cat.11042604.11042623?facet=100560,
category,Sepatu Wanita,Sandal,https://shopee.co.id/Sandal-cat.11042604.11042624,
facet,Sandal,Sandal Jepit,https://shopee.co.id/Sandal-cat.11042604.11042624?facet=100259,
facet,Sandal,Sandal Slide,https://shopee.co.id/Sandal-cat.11042604.11042624?facet=100260,
facet,Sandal,Sandal Rumah,https://shopee.co.id/Sandal-cat.11042604.11042624?facet=100261,
facet,Sandal,Sandal Kesehatan,https://shopee.co.id/Sandal-cat.11042604.11042624?facet=100262,
category,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://shopee.co.id/Aksesoris-&-Perawatan-Sepatu-cat.11042604.11042630,
facet,Aksesoris & Perawatan Sepatu,Alat Perawatan & Pembersih Sepatu,https://shopee.co.id/Aksesoris-&-Perawatan-Sepatu-cat.11042604.11042630?facet=100264,
facet,Aksesoris & Perawatan Sepatu,Parfum Sepatu,https://shopee.co.id/Aksesoris-&-Perawatan-Sepatu-cat.11042604.11042630?facet=100265,
facet,Aksesoris & Perawatan Sepatu,Tali Sepatu,https://shopee.co.id/Aksesoris-&-Perawatan-Sepatu-cat.11042604.11042630?facet=100266,
facet,Aksesoris & Perawatan Sepatu,Shoe Tree & Horns,https://shopee.co.id/Aksesoris-&-Perawatan-Sepatu-cat.11042604.11042630?facet=100267,
facet,Aksesoris & Perawatan Sepatu,Insole Sepatu,https://shopee.co.id/Aksesoris-&-Perawatan-Sepatu-cat.11042604.11042630?facet=100268,
facet,Aksesoris & Perawatan Sepatu,Sol Dalam Sepatu,https://shopee.co.id/Aksesoris-&-Perawatan-Sepatu-cat.11042604.11042630?facet=100599,
facet,Aksesoris & Perawatan Sepatu,Shoe Tree & Horns,https://shopee.co.id/Aksesoris-&-Perawatan-Sepatu-cat.11042604.11042630?facet=100600,
facet,Aksesoris & Perawatan Sepatu,Perawatan Sepatu,https://shopee.co.id/Aksesoris-&-Perawatan-Sepatu-cat.11042604.11042630?facet=100601,
facet,Aksesoris & Perawatan Sepatu,Tali Sepatu,https://shopee.co.id/Aksesoris-&-Perawatan-Sepatu-cat.11042604.11042630?facet=100602,
category,Sepatu Wanita,Kaus Kaki & Stocking,https://shopee.co.id/Kaus-Kaki-&-Stocking-cat.11042604.11042637,
category,Sepatu Wanita,Sepatu Wanita Lainnya,https://shopee.co.id/Sepatu-Wanita-Lainnya-cat.11042604.11042641,
category,Kesehatan,Kewanitaan,https://shopee.co.id/Kewanitaan-cat.11043279.11043331,
category,Kesehatan,Kesehatan Seksual,https://shopee.co.id/Kesehatan-Seksual-cat.11043279.11043339,
category,Kesehatan,Perawatan Mata,https://shopee.co.id/Perawatan-Mata-cat.11043279.11043346,
category,Kesehatan,Suplemen Makanan,https://shopee.co.id/Suplemen-Makanan-cat.11043279.11043280,
facet,Suplemen Makanan,Diet & Detoks,https://shopee.co.id/Suplemen-Makanan-cat.11043279.11043280?facet=100003,
facet,Suplemen Makanan,Suplemen Kecantikan,https://shopee.co.id/Suplemen-Makanan-cat.11043279.11043280?facet=100004,
facet,Suplemen Makanan,Kebugaran,https://shopee.co.id/Suplemen-Makanan-cat.11043279.11043280?facet=100005,
facet,Suplemen Makanan,Kesejahteraan,https://shopee.co.id/Suplemen-Makanan-cat.11043279.11043280?facet=100006,
category,Kesehatan,Obat-obatan & Alat Kesehatan,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288,
facet,Obat-obatan & Alat Kesehatan,Obat Bebas (OTC),https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100119,
facet,Obat-obatan & Alat Kesehatan,Obat Tradisional,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100120,
facet,Obat-obatan & Alat Kesehatan,Alat Ukur Tekanan Darah,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100420,
facet,Obat-obatan & Alat Kesehatan,Alat Ukur Gula Darah,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100421,
facet,Obat-obatan & Alat Kesehatan,Oximeter,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100422,
facet,Obat-obatan & Alat Kesehatan,Termometer,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100423,
facet,Obat-obatan & Alat Kesehatan,Timbangan & Alat Ukur Kadar Lemak,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100122,
facet,Obat-obatan & Alat Kesehatan,Perawatan Hidung & Pernafasan,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100123,
facet,Obat-obatan & Alat Kesehatan,Plester & Perban,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100425,
facet,Obat-obatan & Alat Kesehatan,Alat P3K,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100426,
facet,Obat-obatan & Alat Kesehatan,Salep & Krim,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100427,
facet,Obat-obatan & Alat Kesehatan,Antiseptik & Disinfektan,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100428,
facet,Obat-obatan & Alat Kesehatan,Stetoskop,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100125,
facet,Obat-obatan & Alat Kesehatan,Obat Pereda Nyeri,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100126,
facet,Obat-obatan & Alat Kesehatan,Alat Laboratorium,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100127,
facet,Obat-obatan & Alat Kesehatan,Sarung Tangan & Masker Medis,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100128,
facet,Obat-obatan & Alat Kesehatan,Alat Bantu Jalan,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100430,
facet,Obat-obatan & Alat Kesehatan,Kursi Roda,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100431,
facet,Obat-obatan & Alat Kesehatan,Alat Penopang Tubuh,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100432,
facet,Obat-obatan & Alat Kesehatan,Alat Bantu Dengar,https://shopee.co.id/Obat-obatan-&-Alat-Kesehatan-cat.11043279.11043288?facet=100433,
category,Kesehatan,Alat Tes & Monitor,https://shopee.co.id/Alat-Tes-&-Monitor-cat.11043279.11043296,
category,Kesehatan,P3K,https://shopee.co.id/P3K-cat.11043279.11043302,
category,Kesehatan,Alat Bantu Cedera & Disabilitas,https://shopee.co.id/Alat-Bantu-Cedera-&-Disabilitas-cat.11043279.11043308,
category,Kesehatan,Obat Nyamuk,https://shopee.co.id/Obat-Nyamuk-cat.11043279.11043314,
category,Kesehatan,Popok Dewasa,https://shopee.co.id/Popok-Dewasa-cat.11043279.11043315,
category,Kesehatan,Hand Sanitizer,https://shopee.co.id/Hand-Sanitizer-cat.11043279.11043316,
category,Kesehatan,Minyak Esensial,https://shopee.co.id/Minyak-Esensial-cat.11043279.11043317,
category,Kesehatan,Perawatan Hidung & Pernafasan,https://shopee.co.id/Perawatan-Hidung-&-Pernafasan-cat.11043279.11043318,
category,Kesehatan,Perawatan Telinga,https://shopee.co.id/Perawatan-Telinga-cat.11043279.11043319,
category,Kesehatan,Perawatan Mulut,https://shopee.co.id/Perawatan-Mulut-cat.11043279.11043320,
category,Kesehatan,Kesehatan Lainnya,https://shopee.co.id/Kesehatan-Lainnya-cat.11043279.11043345,
category,Tas Wanita,Ransel Wanita,https://shopee.co.id/Ransel-Wanita-cat.11042642.11042643,
facet,Ransel Wanita,Ransel Wanita,https://shopee.co.id/Ransel-Wanita-cat.11042642.11042643?facet=100089,
category,Tas Wanita,Tas Serut,https://shopee.co.id/Tas-Serut-cat.11042642.11042644,
category,Tas Wanita,Tas Laptop,https://shopee.co.id/Tas-Laptop-cat.11042642.11042645,
facet,Tas Laptop,Tas & Case Laptop,https://shopee.co.id/Tas-Laptop-cat.11042642.11042645?facet=100334,
facet,Tas Laptop,Sarung Laptop,https://shopee.co.id/Tas-Laptop-cat.11042642.11042645?facet=100335,
facet,Tas Laptop,Ransel Laptop,https://shopee.co.id/Tas-Laptop-cat.11042642.11042645?facet=100336,
facet,Tas Laptop,Tas & Case Laptop,https://shopee.co.id/Tas-Laptop-cat.11042642.11042645?facet=100604,
facet,Tas Laptop,Sarung Laptop,https://shopee.co.id/Tas-Laptop-cat.11042642.11042645?facet=100605,
facet,Tas Laptop,Ransel Laptop,https://shopee.co.id/Tas-Laptop-cat.11042642.11042645?facet=100606,
category,Tas Wanita,Clutch,https://shopee.co.id/Clutch-cat.11042642.11042650,
facet,Clutch,Clutch,https://shopee.co.id/Clutch-cat.11042642.11042650?facet=100091,
facet,Clutch,Clutch,https://shopee.co.id/Clutch-cat.11042642.11042650?facet=100568,
category,Tas Wanita,Tas Pinggang Wanita,https://shopee.co.id/Tas-Pinggang-Wanita-cat.11042642.11042651,
facet,Tas Pinggang Wanita,Tas Pinggang Wanita,https://shopee.co.id/Tas-Pinggang-Wanita-cat.11042642.11042651?facet=100092,
category,Tas Wanita,Tote Bag,https://shopee.co.id/Tote-Bag-cat.11042642.11042652,
facet,Tote Bag,Tote Bag,https://shopee.co.id/Tote-Bag-cat.11042642.11042652?facet=100093,
facet,Tote Bag,Tote Bag,https://shopee.co.id/Tote-Bag-cat.11042642.11042652?facet=100566,
category,Tas Wanita,Top Handle Bag,https://shopee.co.id/Top-Handle-Bag-cat.11042642.11042655,
facet,Top Handle Bag,Top Handle Bag,https://shopee.co.id/Top-Handle-Bag-cat.11042642.11042655?facet=100094,
category,Tas Wanita,Tas Selempang & Bahu Wanita,https://shopee.co.id/Tas-Selempang-&-Bahu-Wanita-cat.11042642.11042656,
facet,Tas Selempang & Bahu Wanita,Tas Selempang & Bahu Wanita,https://shopee.co.id/Tas-Selempang-&-Bahu-Wanita-cat.11042642.11042656?facet=100095,
category,Tas Wanita,Dompet Wanita,https://shopee.co.id/Dompet-Wanita-cat.11042642.11042657,
facet,Dompet Wanita,Dompet Kartu,https://shopee.co.id/Dompet-Wanita-cat.11042642.11042657?facet=100338,
facet,Dompet Wanita,Dompet Koin,https://shopee.co.id/Dompet-Wanita-cat.11042642.11042657?facet=100339,
facet,Dompet Wanita,Dompet Kunci & Handphone,https://shopee.co.id/Dompet-Wanita-cat.11042642.11042657?facet=100340,
facet,Dompet Wanita,Dompet Lipat,https://shopee.co.id/Dompet-Wanita-cat.11042642.11042657?facet=100341,
facet,Dompet Wanita,Dompet Panjang,https://shopee.co.id/Dompet-Wanita-cat.11042642.11042657?facet=100342,
category,Tas Wanita,Aksesoris Tas,https://shopee.co.id/Aksesoris-Tas-cat.11042642.11042664,
facet,Aksesoris Tas,Tali Tas,https://shopee.co.id/Aksesoris-Tas-cat.11042642.11042664?facet=100344,
facet,Aksesoris Tas,Gantungan Tas,https://shopee.co.id/Aksesoris-Tas-cat.11042642.11042664?facet=100345,
facet,Aksesoris Tas,Hiasan & Gantungan Kunci,https://shopee.co.id/Aksesoris-Tas-cat.11042642.11042664?facet=100346,
facet,Aksesoris Tas,Organizer Tas,https://shopee.co.id/Aksesoris-Tas-cat.11042642.11042664?facet=100347,
facet,Aksesoris Tas,Produk Perawatan & Pembersih Tas,https://shopee.co.id/Aksesoris-Tas-cat.11042642.11042664?facet=100348,
category,Tas Wanita,Koper & Tas Travel,https://shopee.co.id/Koper-&-Tas-Travel-cat.11042642.11042672,
category,Tas Wanita,Tas Wanita Lainnya,https://shopee.co.id/Tas-Wanita-Lainnya-cat.11042642.11042671,
category,Hobi & Koleksi,Aksesoris Hewan Peliharaan,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584,
facet,Aksesoris Hewan Peliharaan,Mangkuk & Feeder,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=100916,
facet,Aksesoris Hewan Peliharaan,Perlengkapan Travelling,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=100917,
facet,Aksesoris Hewan Peliharaan,"Kalung, Tali, Harness & Brangus",https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=100918,
facet,Aksesoris Hewan Peliharaan,Stick & Chaser,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=101925,
facet,Aksesoris Hewan Peliharaan,"Chew, Tulang & Bola",https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=101926,
facet,Aksesoris Hewan Peliharaan,Frisbee,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=101927,
facet,Aksesoris Hewan Peliharaan,Mainan Hewan Peliharaan Kecil,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=101678,
facet,Aksesoris Hewan Peliharaan,Mainan Burung,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=101679,
facet,Aksesoris Hewan Peliharaan,Tempat Tidur & Matras,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=101681,
facet,Aksesoris Hewan Peliharaan,Rumah,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=101682,
facet,Aksesoris Hewan Peliharaan,Habitat & Aksesoris,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=101683,
facet,Aksesoris Hewan Peliharaan,Kandang & Crate,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=101684,
facet,Aksesoris Hewan Peliharaan,Scratching Pad & Post,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=101685,
facet,Aksesoris Hewan Peliharaan,Kebutuhan Akuarium,https://shopee.co.id/Aksesoris-Hewan-Peliharaan-cat.11043572.11043584?facet=100921,
category,Hobi & Koleksi,Litter & Toilet,https://shopee.co.id/Litter-&-Toilet-cat.11043572.11043596,
facet,Litter & Toilet,Litter Box Kucing,https://shopee.co.id/Litter-&-Toilet-cat.11043572.11043596?facet=100923,
facet,Litter & Toilet,Tempat Tidur & Litter Hewan Peliharaan Kecil,https://shopee.co.id/Litter-&-Toilet-cat.11043572.11043596?facet=100924,
facet,Litter & Toilet,Popok,https://shopee.co.id/Litter-&-Toilet-cat.11043572.11043596?facet=100925,
facet,Litter & Toilet,Training Pad & Tray Anjing,https://shopee.co.id/Litter-&-Toilet-cat.11043572.11043596?facet=100926,
facet,Litter & Toilet,Plastik & Sekop Kotoran,https://shopee.co.id/Litter-&-Toilet-cat.11043572.11043596?facet=100927,
category,Hobi & Koleksi,Grooming Hewan,https://shopee.co.id/Grooming-Hewan-cat.11043572.11043603,
facet,Grooming Hewan,Perawatan Rambut,https://shopee.co.id/Grooming-Hewan-cat.11043572.11043603?facet=100929,
facet,Grooming Hewan,Perawatan Mulut,https://shopee.co.id/Grooming-Hewan-cat.11043572.11043603?facet=100930,
facet,Grooming Hewan,Perawatan Kuku,https://shopee.co.id/Grooming-Hewan-cat.11043572.11043603?facet=100931,
category,Hobi & Koleksi,Pakaian & Aksesoris Hewan,https://shopee.co.id/Pakaian-&-Aksesoris-Hewan-cat.11043572.11043608,
facet,Pakaian & Aksesoris Hewan,Pakaian Hewan,https://shopee.co.id/Pakaian-&-Aksesoris-Hewan-cat.11043572.11043608?facet=100933,
facet,Pakaian & Aksesoris Hewan,Perlengkapan Hujan,https://shopee.co.id/Pakaian-&-Aksesoris-Hewan-cat.11043572.11043608?facet=100934,
facet,Pakaian & Aksesoris Hewan,"Sepatu Boot, Kaos Kaki & Pelindung Kaki Hewan",https://shopee.co.id/Pakaian-&-Aksesoris-Hewan-cat.11043572.11043608?facet=100935,
facet,Pakaian & Aksesoris Hewan,Aksesoris Leher,https://shopee.co.id/Pakaian-&-Aksesoris-Hewan-cat.11043572.11043608?facet=100936,
facet,Pakaian & Aksesoris Hewan,Kacamata,https://shopee.co.id/Pakaian-&-Aksesoris-Hewan-cat.11043572.11043608?facet=100937,
facet,Pakaian & Aksesoris Hewan,Aksesoris Rambut,https://shopee.co.id/Pakaian-&-Aksesoris-Hewan-cat.11043572.11043608?facet=100938,
facet,Pakaian & Aksesoris Hewan,Topi,https://shopee.co.id/Pakaian-&-Aksesoris-Hewan-cat.11043572.11043608?facet=100939,
category,Hobi & Koleksi,Perawatan Kesehatan Hewan,https://shopee.co.id/Perawatan-Kesehatan-Hewan-cat.11043572.11043617,
category,Hobi & Koleksi,Makanan Hewan,https://shopee.co.id/Makanan-Hewan-cat.11043572.11043573,
facet,Makanan Hewan,Makanan Anjing,https://shopee.co.id/Makanan-Hewan-cat.11043572.11043573?facet=100906,
facet,Makanan Hewan,Cemilan Anjing,https://shopee.co.id/Makanan-Hewan-cat.11043572.11043573?facet=100907,
facet,Makanan Hewan,Makanan Kucing,https://shopee.co.id/Makanan-Hewan-cat.11043572.11043573?facet=100908,
facet,Makanan Hewan,Snack Kucing,https://shopee.co.id/Makanan-Hewan-cat.11043572.11043573?facet=100909,
facet,Makanan Hewan,Makanan Hewan Peliharaan Kecil,https://shopee.co.id/Makanan-Hewan-cat.11043572.11043573?facet=100910,
facet,Makanan Hewan,Snack Hewan Peliharaan Kecil,https://shopee.co.id/Makanan-Hewan-cat.11043572.11043573?facet=100911,
facet,Makanan Hewan,Makanan Hewan Air,https://shopee.co.id/Makanan-Hewan-cat.11043572.11043573?facet=100912,
facet,Makanan Hewan,Pakan Burung,https://shopee.co.id/Makanan-Hewan-cat.11043572.11043573?facet=100913,
facet,Makanan Hewan,Makanan Reptil,https://shopee.co.id/Makanan-Hewan-cat.11043572.11043573?facet=100914,
category,Hobi & Koleksi,Koleksi,https://shopee.co.id/Koleksi-cat.11043572.11043622,
facet,Koleksi,Action Figure,https://shopee.co.id/Koleksi-cat.11043572.11043622?facet=101385,
facet,Koleksi,Patung,https://shopee.co.id/Koleksi-cat.11043572.11043622?facet=101386,
facet,Koleksi,Mecha Model & Diecast,https://shopee.co.id/Koleksi-cat.11043572.11043622?facet=101387,
facet,Koleksi,Vehicle Model & Diecast,https://shopee.co.id/Koleksi-cat.11043572.11043622?facet=101388,
facet,Koleksi,Batu Akik & Alam,https://shopee.co.id/Koleksi-cat.11043572.11043622?facet=101389,
facet,Koleksi,Koleksi Penggemar,https://shopee.co.id/Koleksi-cat.11043572.11043622?facet=101390,
facet,Koleksi,Koleksi Olahraga,https://shopee.co.id/Koleksi-cat.11043572.11043622?facet=101391,
facet,Koleksi,Koleksi Anime & Manga,https://shopee.co.id/Koleksi-cat.11043572.11043622?facet=101392,
facet,Koleksi,Koin & Uang Kertas,https://shopee.co.id/Koleksi-cat.11043572.11043622?facet=101393,
category,Hobi & Koleksi,Mainan & Games,https://shopee.co.id/Mainan-&-Games-cat.11043572.11043633,
facet,Mainan & Games,"Dadu, Board Game & Mainan Kartu",https://shopee.co.id/Mainan-&-Games-cat.11043572.11043633?facet=101400,
facet,Mainan & Games,Mainan Sulap,https://shopee.co.id/Mainan-&-Games-cat.11043572.11043633?facet=101401,
facet,Mainan & Games,Mainan Prank,https://shopee.co.id/Mainan-&-Games-cat.11043572.11043633?facet=101402,
facet,Mainan & Games,Kubus Rubik,https://shopee.co.id/Mainan-&-Games-cat.11043572.11043633?facet=101403,
facet,Mainan & Games,Gangsing,https://shopee.co.id/Mainan-&-Games-cat.11043572.11043633?facet=101404,
facet,Mainan & Games,Kendama,https://shopee.co.id/Mainan-&-Games-cat.11043572.11043633?facet=101405,
facet,Mainan & Games,Yo-yo,https://shopee.co.id/Mainan-&-Games-cat.11043572.11043633?facet=101406,
facet,Mainan & Games,Mainan & Aksesoris Remote Control,https://shopee.co.id/Mainan-&-Games-cat.11043572.11043633?facet=101407,
facet,Mainan & Games,Mainan Kapsul,https://shopee.co.id/Mainan-&-Games-cat.11043572.11043633?facet=101408,
category,Hobi & Koleksi,"CD, DVD & Bluray","https://shopee.co.id/CD,-DVD-&-Bluray-cat.11043572.11043647",
facet,"CD, DVD & Bluray","CD, DVD & Bluray","https://shopee.co.id/CD,-DVD-&-Bluray-cat.11043572.11043647?facet=100740",
category,Hobi & Koleksi,Alat & Aksesoris Musik,https://shopee.co.id/Alat-&-Aksesoris-Musik-cat.11043572.11043648,
facet,Alat & Aksesoris Musik,Keyboard & Piano,https://shopee.co.id/Alat-&-Aksesoris-Musik-cat.11043572.11043648?facet=101410,
facet,Alat & Aksesoris Musik,Alat Musik Perkusi,https://shopee.co.id/Alat-&-Aksesoris-Musik-cat.11043572.11043648?facet=101411,
facet,Alat & Aksesoris Musik,Alat Musik Tiup,https://shopee.co.id/Alat-&-Aksesoris-Musik-cat.11043572.11043648?facet=101412,
facet,Alat & Aksesoris Musik,Aksesoris Musik,https://shopee.co.id/Alat-&-Aksesoris-Musik-cat.11043572.11043648?facet=101413,
facet,Alat & Aksesoris Musik,Ukulele,https://shopee.co.id/Alat-&-Aksesoris-Musik-cat.11043572.11043648?facet=102018,
facet,Alat & Aksesoris Musik,Gitar & Gitar Bass,https://shopee.co.id/Alat-&-Aksesoris-Musik-cat.11043572.11043648?facet=102019,
category,Hobi & Koleksi,Piringan Hitam,https://shopee.co.id/Piringan-Hitam-cat.11043572.11043656,
facet,Piringan Hitam,Piringan Hitam,https://shopee.co.id/Piringan-Hitam-cat.11043572.11043656?facet=100742,
category,Hobi & Koleksi,Album Foto,https://shopee.co.id/Album-Foto-cat.11043572.11043657,
facet,Album Foto,Album Foto,https://shopee.co.id/Album-Foto-cat.11043572.11043657?facet=100743,
category,Hobi & Koleksi,Perlengkapan Menjahit,https://shopee.co.id/Perlengkapan-Menjahit-cat.11043572.11043658,
facet,Perlengkapan Menjahit,Perlengkapan Menjahit,https://shopee.co.id/Perlengkapan-Menjahit-cat.11043572.11043658?facet=100744,
category,Hobi & Koleksi,Hobi & Koleksi Lainnya,https://shopee.co.id/Hobi-&-Koleksi-Lainnya-cat.11043572.11043659,
category,Otomotif,Mobil,https://shopee.co.id/Mobil-cat.11043660.11043661,
category,Otomotif,Aksesoris Interior Mobil,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662,
facet,Aksesoris Interior Mobil,Navigasi & AV Receiver,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101415,
facet,Aksesoris Interior Mobil,"Amplifier, Speaker, & Subwoofer",https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101416,
facet,Aksesoris Interior Mobil,Organizer & Kompartemen Mobil,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101417,
facet,Aksesoris Interior Mobil,Karpet Mobil,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101419,
facet,Aksesoris Interior Mobil,Penyangga Leher & Punggung,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101420,
facet,Aksesoris Interior Mobil,Matras Mobil,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101421,
facet,Aksesoris Interior Mobil,Setir & Sarung Setir Mobil,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101422,
facet,Aksesoris Interior Mobil,Jok & Sarung Jok Mobil,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101423,
facet,Aksesoris Interior Mobil,Holder Handphone,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101424,
facet,Aksesoris Interior Mobil,Pengisi Daya USB & Bluetooth Transmitter,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101425,
facet,Aksesoris Interior Mobil,Pedal & Stik Persneling,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101426,
facet,Aksesoris Interior Mobil,Sunshield & Pelindung Dashboard,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101427,
facet,Aksesoris Interior Mobil,Kunci Stir,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101428,
facet,Aksesoris Interior Mobil,Kamera Parkir,https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101429,
facet,Aksesoris Interior Mobil,"HUD, Speedometer, & Gauge",https://shopee.co.id/Aksesoris-Interior-Mobil-cat.11043660.11043662?facet=101430,
category,Otomotif,Aksesoris Eksterior Mobil,https://shopee.co.id/Aksesoris-Eksterior-Mobil-cat.11043660.11043681,
facet,Aksesoris Eksterior Mobil,Hiasan Mobil,https://shopee.co.id/Aksesoris-Eksterior-Mobil-cat.11043660.11043681?facet=101432,
facet,Aksesoris Eksterior Mobil,Antena Mobil,https://shopee.co.id/Aksesoris-Eksterior-Mobil-cat.11043660.11043681?facet=101433,
facet,Aksesoris Eksterior Mobil,Sarung Mobil,https://shopee.co.id/Aksesoris-Eksterior-Mobil-cat.11043660.11043681?facet=101434,
facet,Aksesoris Eksterior Mobil,"Stiker, Logo, & Emblem Mobil",https://shopee.co.id/Aksesoris-Eksterior-Mobil-cat.11043660.11043681?facet=101435,
